City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,merritt,50.1123,-120.7942,5.74,71,100,0.45,CA,1730173700
83,mabaruma,8.2,-59.7833,23.25,95,100,0.42,GY,1730173701
84,georgetown,5.4112,100.3354,27.97,84,40,2.24,MY,1730173702
85,ribeira grande,38.5167,-28.7,18.21,69,45,1.34,PT,1730173703
86,keflavik,64.0049,-22.5624,7.24,87,75,7.2,IS,1730173704
87,aken,50.7766,6.0834,12.86,86,39,3.26,DE,1730173705
88,massawa,15.6097,39.45,29.5,68,14,1.18,ER,1730173707
89,kostomuksha,64.571,30.5767,0.1,83,7,5.03,RU,1730173709
90,tiksi,71.6872,128.8694,-21.6,99,96,1.57,RU,1730173710
91,juneau,58.3019,-134.4197,3.0,95,100,4.63,US,1730173711
92,island harbour,50.724,-1.2758,15.01,76,97,1.79,GB,1730173712
93,lobito,-12.3481,13.5456,23.08,82,11,2.26,AO,1730173713
94,iquitos,-3.7481,-73.2472,24.02,94,100,3.09,PE,1730173714
95,jamestown,42.097,-79.2353,9.8,75,0,3.09,US,1730173715
96,malyye derbety,47.9547,44.6808,7.72,55,98,1.98,RU,1730173717
97,ust-nera,64.5667,143.2,-17.04,95,84,1.26,RU,1730173718
98,devils lake,48.1128,-98.8651,6.64,78,0,0.0,US,1730173719
99,pathardi,19.1667,75.1833,26.89,45,43,1.44,IN,1730173720
100,luderitz,-26.6481,15.1594,14.73,77,0,5.87,NA,1730173721
101,saint-philippe,-21.3585,55.7679,24.6,74,5,3.73,RE,1730173722
102,tromso,69.6496,18.957,1.01,80,75,6.17,NO,1730173723
103,port macquarie,-31.4333,152.9167,21.15,68,92,0.45,AU,1730173724
104,kupang,-10.1667,123.5833,36.32,49,40,8.23,ID,1730173726
105,lensk,60.7253,114.9278,-5.53,90,100,0.99,RU,1730173727
106,porto novo,6.4965,2.6036,26.9,90,91,1.22,BJ,1730173728
107,illizi,26.4833,8.4667,25.47,20,60,3.96,DZ,1730173729
108,puerto armuelles,8.2833,-82.8667,27.83,75,100,0.45,PA,1730173730
109,minas de marcona,-15.2119,-75.1103,13.26,83,21,2.84,PE,1730173731
110,poronaysk,49.2167,143.1167,6.6,43,40,2.71,RU,1730173732
111,chonchi,-42.6128,-73.8092,8.95,97,55,1.27,CL,1730173733
112,taltal,-25.4,-70.4833,16.07,83,33,1.6,CL,1730173735
113,cabugao,17.7931,120.4578,30.5,81,100,7.61,PH,1730173736
114,lazaro cardenas,17.9583,-102.2,25.94,83,0,1.71,MX,1730173737
115,dudinka,69.4058,86.1778,-8.07,97,91,3.23,RU,1730173738
116,odda,60.0691,6.5457,-0.67,79,68,1.43,NO,1730173739
117,whitehorse,60.7161,-135.0538,-6.57,86,40,7.2,CA,1730173740
118,sinabang,2.4803,96.3801,29.87,66,98,0.86,ID,1730173741
119,freetown,8.484,-13.2299,25.78,84,82,1.66,SL,1730173743
120,salinopolis,-0.6136,-47.3561,26.57,76,5,4.65,BR,1730173744
121,rabo de peixe,37.8,-25.5833,17.77,99,75,3.09,PT,1730173745
122,guymon,36.6828,-101.4816,20.0,34,0,5.66,US,1730173746
123,burhanuddin,22.4918,90.7235,28.64,68,8,2.04,BD,1730173747
124,copala,16.65,-98.9833,25.82,85,76,1.63,MX,1730173748
125,hermanus,-34.4187,19.2345,15.45,87,34,2.93,ZA,1730173749
126,saipan,15.1355,145.701,32.39,74,75,4.63,MP,1730173750
127,wauchope,-31.45,152.7333,21.19,68,100,2.27,AU,1730173752
128,macas,-2.3167,-78.1167,19.28,96,100,0.77,EC,1730173753
129,saint-felix-de-valois,46.1668,-73.4324,-1.33,43,99,1.13,CA,1730173754
130,olinda,-8.0089,-34.8553,26.85,69,40,5.66,BR,1730173755
131,longyearbyen,78.2186,15.6401,-2.09,93,75,2.57,SJ,1730173756
132,puerto ayora,-0.7393,-90.3518,19.91,85,54,4.07,EC,1730173757
133,udachny,66.4167,112.4,-20.8,99,95,2.22,RU,1730173758
134,sandnessjoen,66.0217,12.6316,4.48,73,100,6.81,NO,1730173759
135,sur,22.5667,59.5289,29.94,52,0,2.67,OM,1730173761
136,balikpapan,-1.2675,116.8289,30.55,66,20,1.54,ID,1730173762
137,nantucket,41.2835,-70.0995,7.86,64,0,4.16,US,1730173763
138,cabedelo,-6.9811,-34.8339,25.37,69,66,6.51,BR,1730173764
139,tazovsky,67.4667,78.7,-8.58,100,98,0.68,RU,1730173765
140,afaahiti,-17.75,-149.2833,23.24,71,93,7.72,PF,1730173766
141,tucurui,-3.7661,-49.6725,27.88,49,40,2.67,BR,1730173767
142,tsuruoka,38.7217,139.8217,16.02,48,0,4.63,JP,1730173769
143,smirnykh,49.75,142.8333,5.08,46,76,5.37,RU,1730173770
144,petrolina,-9.3986,-40.5008,28.03,54,0,6.69,BR,1730173771
145,bredasdorp,-34.5322,20.0403,13.99,92,4,2.24,ZA,1730173772
146,mogadishu,2.0371,45.3438,25.94,78,84,3.67,SO,1730173773
147,novo aripuana,-5.1206,-60.3797,27.52,49,81,0.72,BR,1730173774
148,tchintabaraden,15.8969,5.7985,24.99,15,53,3.7,NE,1730173775
149,nyagan,62.1406,65.3936,-0.81,81,100,3.11,RU,1730173778
150,gao,16.6362,1.637,26.42,16,85,4.31,ML,1730173779
151,rocha,-34.4833,-54.3333,14.28,81,0,2.97,UY,1730173780
152,sidi akkacha,36.4647,1.3026,22.16,70,100,4.18,DZ,1730173781
153,ambodifotatra,-16.9833,49.85,25.03,88,75,0.0,MG,1730173782
154,ujae,8.9322,165.7642,28.77,75,68,4.27,MH,1730173783
155,tamanrasset,22.785,5.5228,16.95,27,0,3.09,DZ,1730173784
156,kill devil hills,36.0307,-75.676,17.21,79,0,1.54,US,1730173786
157,al muwayh,22.4333,41.7583,24.2,42,63,4.45,SA,1730173787
158,saudarkrokur,65.7461,-19.6394,2.12,98,100,3.85,IS,1730173788
159,mitchell,43.7094,-98.0298,8.99,57,0,3.09,US,1730173789
160,al kharj,24.155,47.3346,20.32,30,5,2.11,SA,1730173790
161,portage la prairie,49.9728,-98.2926,9.05,61,20,4.12,CA,1730173791
162,klyuchi,52.2667,79.1667,0.75,94,100,9.33,RU,1730173792
163,san julian,21.0167,-102.1667,15.1,44,12,1.2,MX,1730173794
164,badger,64.8,-147.5333,-5.57,87,100,1.54,US,1730173795
165,zhangjiakou,40.81,114.8794,13.73,35,2,5.15,CN,1730173796
166,port douglas,-16.4833,145.4667,26.62,81,100,5.98,AU,1730173797
167,yakeshi,49.2833,120.7333,4.35,66,100,2.04,CN,1730173798
168,pacific grove,36.6177,-121.9166,14.12,91,20,5.36,US,1730173799
169,misratah,32.3754,15.0925,21.92,74,7,3.93,LY,1730173801
170,kattivakkam,13.2167,80.3167,30.54,86,14,3.69,IN,1730173802
171,chernyshevskiy,63.0128,112.4714,-15.59,89,95,0.95,RU,1730173803
172,westport,41.1415,-73.3579,12.64,80,20,4.47,US,1730173804
173,utrik,11.2278,169.8474,28.75,76,36,4.66,MH,1730173805
174,sao jose da coroa grande,-8.8978,-35.1478,25.14,77,55,4.8,BR,1730173806
175,fort mcmurray,56.7268,-111.381,-0.23,80,100,7.2,CA,1730173807
176,saurimo,-9.6608,20.3916,19.21,88,100,0.71,AO,1730173809
177,petropavlovsk-kamchatsky,53.0452,158.6483,3.33,45,75,12.0,RU,1730173810
178,hasaki,35.7333,140.8333,17.83,79,100,7.79,JP,1730173811
179,celestun,20.8667,-90.4,24.76,83,51,5.18,MX,1730173812
180,mirny,62.5353,113.9611,-14.07,91,97,1.15,RU,1730173813
181,cabinda,-5.55,12.2,26.08,83,100,2.57,AO,1730173814
182,kone,-21.0595,164.8658,25.76,66,94,4.03,NC,1730173815
183,college,64.8569,-147.8028,-5.52,86,100,1.54,US,1730173817
184,ellensburg,46.9965,-120.5479,6.43,80,0,4.12,US,1730173518
185,regina,50.4501,-104.6178,2.99,65,0,1.03,CA,1730173819
186,gwanda,-20.9333,29.0,21.2,22,88,2.84,ZW,1730173820
187,pokrovsk,48.282,37.1758,8.21,74,100,2.54,UA,1730173821
188,loreto,22.2667,-101.9667,14.65,50,0,4.41,MX,1730173822
189,point pedro,9.8167,80.2333,29.01,74,100,3.69,LK,1730173823
190,vrangel',42.7297,133.0839,10.54,61,67,2.03,RU,1730173825
191,obo,5.3998,26.4869,19.61,93,11,1.01,CF,1730173826
192,iskateley,67.6803,53.1512,1.0,84,100,6.83,RU,1730173827
193,ta`u,-14.2336,-169.5144,26.85,80,21,8.29,AS,1730173828
194,yuncheng,35.0231,110.9928,21.43,44,4,2.31,CN,1730173829
195,fonte boa,-2.4959,-66.2662,23.4,93,83,1.47,BR,1730173830
196,koungheul,13.9833,-14.8,25.78,35,13,2.86,SN,1730173833
197,pimentel,-6.8367,-79.9342,18.16,82,0,6.17,PE,1730173835
198,raduzhny,62.0961,77.475,-1.35,87,89,2.56,RU,1730173836
199,mokhsogollokh,61.4681,128.9203,-11.59,87,98,2.17,RU,1730173837
200,crane,31.3974,-102.3501,22.09,36,0,12.36,US,1730173838
201,al khawr,25.7667,51.3167,26.03,44,75,6.52,QA,1730173840
202,yabelo,4.8833,38.0833,15.91,85,78,2.82,ET,1730173842
203,ipoh,4.5841,101.0829,31.78,94,40,4.12,MY,1730173843
204,suntar,62.1444,117.6319,-13.7,89,99,1.42,RU,1730173844
205,malabar,-33.9667,151.25,25.09,56,20,7.72,AU,1730173846
206,lihue,21.9789,-159.3672,25.77,86,75,6.69,US,1730173561
207,lerwick,60.1545,-1.1494,10.56,94,100,7.65,GB,1730173849
208,kurmuk,10.55,34.2833,21.9,77,79,0.7,SD,1730173850
209,suomussalmi,64.8869,28.9078,0.17,81,10,4.76,FI,1730173851
210,lorengau,-2.0226,147.2712,28.71,75,92,1.77,PG,1730173852
211,siaya,0.0612,34.2882,18.24,86,34,2.09,KE,1730173853
212,jayapura,-2.5333,140.7,30.66,84,100,2.25,ID,1730173854
213,pocao de pedras,-4.6667,-44.85,25.54,74,65,2.86,BR,1730173855
214,charters towers,-20.1,146.2667,34.3,24,8,3.58,AU,1730173857
215,nokha,27.6,73.4167,32.31,19,0,2.57,IN,1730173859
216,waimea,20.0231,-155.6717,20.81,90,96,3.58,US,1730173860
217,camana,-16.6228,-72.7111,17.56,85,87,2.53,PE,1730173861
218,heze,35.2431,115.4411,21.81,43,0,4.18,CN,1730173862
219,mata-utu,-13.2816,-176.1745,27.6,78,59,7.07,WF,1730173864
220,rawson,-43.3002,-65.1023,14.16,23,0,2.06,AR,1730173865
221,oriximina,-1.7656,-55.8661,27.09,45,0,1.7,BR,1730173866
222,muli,2.9167,73.5667,27.99,76,95,5.64,MV,1730173867
223,kavieng,-2.5744,150.7967,29.5,71,8,3.67,PG,1730173868
224,mangrol,21.1167,70.1167,29.03,67,59,3.32,IN,1730173869
225,adrar,20.5022,-10.0711,21.23,37,98,3.9,MR,1730173870
226,nguigmi,14.2495,13.1092,24.02,21,3,5.23,NE,1730173872
227,anshun,26.25,105.9333,18.45,49,0,2.13,CN,1730173873
228,yokadouma,3.5167,15.05,20.64,99,84,0.56,CM,1730173874
229,irymple,-34.25,142.1667,26.16,27,0,0.89,AU,1730173875
230,uryv-pokrovka,51.1159,39.1639,6.93,84,95,2.31,RU,1730173876
231,nurota,40.5614,65.6886,6.4,67,0,1.77,UZ,1730173877
232,sheboygan,43.7333,-87.9334,15.88,67,100,7.2,US,1730173878
233,vila franca do campo,37.7167,-25.4333,18.27,99,81,2.14,PT,1730173879
234,porto seguro,-16.4497,-39.0647,24.29,94,20,1.03,BR,1730173881
235,port mathurin,-19.6833,63.4167,23.39,76,41,4.23,MU,1730173882
236,kasongo,-4.45,26.6667,20.63,95,94,0.18,CD,1730173883
237,siwa oasis,29.2041,25.5195,17.95,70,19,2.96,EG,1730173884
238,sao geraldo do araguaia,-6.4006,-48.555,28.6,39,19,0.38,BR,1730173885
239,xiaoweizhai,26.1903,107.5125,21.6,52,0,1.85,CN,1730173886
240,khandyga,62.6667,135.6,-15.14,78,97,1.25,RU,1730173887
241,zhezqazghan,47.7833,67.7667,2.32,93,100,3.0,KZ,1730173889
242,tofol,5.3248,163.0078,30.88,74,75,1.54,FM,1730173890
243,coari,-4.085,-63.1414,25.36,57,85,1.03,BR,1730173891
244,prineville,44.2999,-120.8345,4.73,78,75,3.09,US,1730173892
245,lata,40.1629,-8.3327,10.23,87,0,2.18,PT,1730173893
246,ciudad lazaro cardenas,17.9583,-102.2,25.94,83,0,1.71,MX,1730173894
247,vadso,70.0744,29.7487,4.09,70,100,12.35,NO,1730173895
248,labrador city,52.9463,-66.9114,-8.05,81,0,31.29,CA,1730173896
249,maceio,-9.6658,-35.7353,23.69,94,40,1.54,BR,1730173898
250,holualoa,19.6228,-155.9522,24.35,91,93,1.94,US,1730173899
251,fukuecho,32.6881,128.8419,22.2,73,75,3.6,JP,1730173900
252,sitka,57.0531,-135.33,6.94,81,75,4.63,US,1730173901
253,onega,63.9061,38.1404,2.03,88,84,4.58,RU,1730173902
254,alesund,62.4723,6.1549,6.08,66,89,6.17,NO,1730173903
255,fenoarivo be,-18.4333,46.5667,23.51,56,10,2.79,MG,1730173904
256,collie,-33.3667,116.15,32.61,16,2,2.15,AU,1730173905
257,bontang,0.1333,117.5,30.11,66,60,3.72,ID,1730173907
258,copiapo,-27.3667,-70.3333,17.09,60,0,0.75,CL,1730173908
259,newman,37.3138,-121.0208,14.47,63,7,1.34,US,1730173909
260,pisco,-13.7,-76.2167,17.03,88,0,4.12,PE,1730173910
261,happy valley-goose bay,53.3168,-60.3315,-0.83,64,75,5.66,CA,1730173911
262,vernon,50.2581,-119.2691,7.64,88,89,1.79,CA,1730173802
263,khouribga,32.9333,-6.6,8.46,76,53,2.67,MA,1730173913
264,kijang,35.2442,129.2139,18.85,66,90,7.35,KR,1730173914
265,alice springs,-23.7,133.8833,33.75,9,84,6.69,AU,1730173916
266,shakhtinsk,49.71,72.5872,0.7,87,58,4.41,KZ,1730173917
267,bennington,42.8781,-73.1968,4.25,73,0,2.57,US,1730173918
268,gebeit,21.0667,36.3167,21.79,47,0,2.33,SD,1730173919
269,ola,59.5833,151.2833,-5.98,54,100,6.11,RU,1730173920
270,zaozersk,69.4005,32.4476,1.59,75,43,12.32,RU,1730173921
271,kalmunai,7.4167,81.8167,29.52,71,97,0.85,LK,1730173922
272,kristiansund,63.1115,7.732,3.96,80,75,1.03,NO,1730173924
273,novyy urengoy,66.0833,76.6333,-3.57,97,99,2.45,RU,1730173925
274,qarazhal,48.0078,70.7903,1.75,82,73,4.26,KZ,1730173926
275,beyneu,45.3167,55.2,7.86,77,100,2.83,KZ,1730173927
276,salym,60.0625,71.4789,-0.7,92,100,2.34,RU,1730173928
277,sanctuary point,-35.1114,150.629,18.87,56,10,4.76,AU,1730173929
278,anadyr,64.75,177.4833,-6.72,86,0,4.0,RU,1730173930
279,tokonou,9.65,-9.7833,20.98,94,94,0.5,GN,1730173931
280,yafran,32.0633,12.5286,20.6,38,3,5.11,LY,1730173933
281,strezhevoy,60.7333,77.5889,-0.64,89,93,3.4,RU,1730173934
282,urengoy,65.9667,78.3667,-10.72,99,96,1.04,RU,1730173935
283,syktyvkar,61.6764,50.8099,-1.15,100,40,3.0,RU,1730173936
284,nar'yan-mar,67.6713,53.087,1.05,84,100,6.85,RU,1730173939
285,marka,1.7159,44.7717,26.08,75,95,3.75,SO,1730173941
286,east end,34.5507,-92.341,23.22,58,46,4.76,US,1730173942
287,bandipura,34.4167,74.65,16.78,60,100,2.39,IN,1730173943
288,sidi khaled,34.387,4.9879,20.55,56,100,4.93,DZ,1730173944
289,nioki,-2.7167,17.6833,21.71,96,100,1.15,CD,1730173945
290,zavodskoy,43.4597,132.2922,11.77,58,75,6.0,RU,1730173946
291,maragogi,-9.0122,-35.2225,24.76,77,55,4.23,BR,1730173947
292,dubbo,-32.25,148.6167,28.07,26,0,3.6,AU,1730173948
293,ibshaway,29.358,30.6814,18.44,69,32,5.35,EG,1730173950
294,palmer,42.1584,-72.3287,4.73,79,77,1.33,US,1730173951
295,chagoda,59.164,35.3285,5.12,88,100,2.8,RU,1730173952
296,ketchikan,55.3422,-131.6461,6.3,81,100,1.54,US,1730173953
297,rosario oeste,-14.8361,-56.4275,23.4,95,100,0.76,BR,1730173954
298,ewo,-0.8725,14.8206,21.67,96,83,1.92,CG,1730173955
299,la mira,18.035,-102.3266,24.61,87,0,1.86,MX,1730173956
300,yarmouth,41.7057,-70.2286,-0.94,86,0,0.0,US,1730173958
301,ternate,0.8,127.4,29.4,71,85,3.99,ID,1730173959
302,sengkang,-4.1279,120.0297,36.14,35,55,4.72,ID,1730173960
303,broken hill,-31.95,141.4333,25.69,19,0,4.44,AU,1730173961
304,bouna,9.2667,-3.0,22.92,74,94,0.8,CI,1730173962
305,kani keli,-12.9536,45.1033,27.59,79,79,4.57,YT,1730173964
306,bonthe,7.5264,-12.505,25.24,89,39,1.42,SL,1730173966
307,san francisco de la paz,14.9,-86.2,20.06,96,93,1.08,HN,1730173967
308,woodland park,40.8898,-74.1949,12.54,74,0,1.54,US,1730173968
309,rundu,-17.9333,19.7667,14.78,11,4,2.19,NA,1730173969
310,hobyo,5.3505,48.5268,26.24,77,99,2.11,SO,1730173970
311,kasangulu,-4.5911,15.1708,22.31,95,100,1.02,CD,1730173971
312,minervino murge,41.0843,16.0784,13.4,96,10,2.32,IT,1730173972
313,jalai nur,49.45,117.7,7.67,44,27,3.77,CN,1730173973
314,bengkulu,-3.8004,102.2655,30.02,62,8,3.7,ID,1730173975
315,tadine,-21.55,167.8833,23.52,72,100,5.22,NC,1730173976
316,melilla,35.2937,-2.9383,16.21,88,40,0.0,ES,1730173977
317,east london,-33.0153,27.9116,16.52,72,0,3.09,ZA,1730173978
318,kenai,60.5544,-151.2583,-0.48,98,100,7.72,US,1730173979
319,la passe,45.5549,-0.8967,12.91,92,11,2.54,FR,1730173980
320,erdemli,36.605,34.3084,18.82,30,64,2.62,TR,1730173981
321,iquique,-20.2208,-70.1431,16.88,78,2,1.32,CL,1730173982
322,lemvig,56.5486,8.3102,11.34,94,96,2.16,DK,1730173984
323,kapuskasing,49.4169,-82.4331,4.05,75,100,8.23,CA,1730173985
324,corn island,12.1694,-83.0418,27.23,81,100,4.23,NI,1730173986
325,sao vicente,-23.9631,-46.3919,20.55,26,100,1.11,BR,1730173987
326,sisimiut,66.9395,-53.6735,-9.96,63,53,3.96,GL,1730173988
327,puerto lempira,15.2667,-83.7667,25.85,85,100,0.82,HN,1730173989
328,hassi messaoud,31.6804,6.0729,20.92,40,40,4.12,DZ,1730173990
329,carbonear,47.7332,-53.2148,1.3,89,22,4.57,CA,1730173992
330,abra pampa,-22.7205,-65.697,11.11,64,61,5.93,AR,1730173993
331,krasnoarmeysk,51.0239,45.6969,5.59,91,100,2.05,RU,1730173994
332,callao,-12.0667,-77.15,17.16,82,75,5.14,PE,1730173995
333,polyarnyye zori,67.3661,32.4981,-1.85,80,23,3.62,RU,1730173996
334,vila velha,-20.3297,-40.2925,20.97,96,75,3.13,BR,1730173997
335,charlestown,-32.95,151.6667,22.45,64,27,1.34,AU,1730173998
336,san ignacio,17.1561,-89.0714,19.08,88,75,7.2,BZ,1730173999
337,aykhal,66.0,111.5,-18.35,99,100,2.38,RU,1730174001
338,benjamin aceval,-24.9667,-57.5667,26.22,41,3,2.24,PY,1730174002
339,conceicao da feira,-12.5058,-38.9986,20.04,98,6,1.4,BR,1730174003
340,roses,42.262,3.1769,17.4,93,100,0.89,ES,1730174004
341,tudela de duero,41.5845,-4.5809,10.93,89,14,5.73,ES,1730174005
342,oamaru,-45.0784,170.9801,13.54,75,100,3.43,NZ,1730174006
343,margate,51.3813,1.3862,14.37,91,84,0.45,GB,1730174007
344,mejit,10.2753,170.8646,29.15,75,97,5.69,MH,1730174009
345,carnarvon,-24.8667,113.6333,26.7,56,0,7.4,AU,1730174010
346,punta de bombon,-17.1717,-71.7931,17.25,84,97,1.68,PE,1730174011
347,dalandzadgad,43.5708,104.425,9.71,28,100,1.73,MN,1730174012
348,cestos city,5.46,-9.5828,25.27,86,99,1.38,LR,1730174013
349,rongelap,11.1635,166.8941,28.81,75,77,3.54,MH,1730174014
350,bubaque,11.2833,-15.8333,28.35,69,8,3.26,GW,1730174015
351,okeechobee,27.2439,-80.8298,20.57,74,100,3.19,US,1730174017
352,bakaly,55.1789,53.8028,2.05,76,100,1.93,RU,1730174018
353,naze,28.3667,129.4833,24.51,85,81,2.92,JP,1730174019
354,karratha,-20.7377,116.8463,35.16,37,6,5.2,AU,1730174020
355,berdigestyakh,62.0989,126.6992,-10.73,91,100,1.76,RU,1730174021
356,maru,12.3342,6.4057,23.28,24,4,3.43,NG,1730174023
357,codrington,-38.2667,141.9667,16.35,66,84,5.92,AU,1730174024
358,port moresby,-9.4431,147.1797,32.68,58,40,7.72,PG,1730174025
359,sicuani,-14.2694,-71.2261,11.06,75,99,1.98,PE,1730174026
360,bairnsdale,-37.8333,147.6167,21.7,51,32,1.34,AU,1730174027
361,peace river,56.2501,-117.286,-0.83,86,100,3.09,CA,1730174028
362,soure,-0.7167,-48.5233,26.67,78,76,3.97,BR,1730174029
363,ust-tsilma,65.441,52.1498,2.06,85,96,4.1,RU,1730174031
364,geraldton,-28.7667,114.6,30.23,35,0,6.17,AU,1730174032
365,brookings,44.3114,-96.7984,14.54,61,0,0.0,US,1730173745
